,Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
8677,14300.0,2.0,1.0,2.0,46.0,2.0,917.0,11656.0,2.0,280.0,11877.0,3.0,0.0,11358.0,2.0,340.0,10650.0,0.0,206.0,10328.0,0.0,4240.0,4562.0,1.0
8678,5700.0,2.0,2.0,2.0,26.0,2.0,240.0,4737.0,2.0,224.0,4839.0,2.0,200.0,4926.0,2.0,192.0,4985.0,2.0,192.0,5035.0,2.0,188.0,5139.0,1.0
8679,2900.0,1.0,2.0,1.0,35.0,0.0,138.0,2776.0,0.0,129.0,2819.0,0.0,198.0,2666.0,0.0,68.0,2786.0,0.0,200.0,1858.0,0.0,88.0,2027.0,1.0
8680,5200.0,2.0,2.0,1.0,37.0,0.0,216.0,4239.0,0.0,218.0,4325.0,0.0,161.0,4414.0,0.0,169.0,4443.0,0.0,168.0,4538.0,0.0,177.0,4626.0,0.0
8681,3400.0,1.0,1.0,2.0,23.0,8.0,1679.0,3046.0,4.0,116.0,1977.0,3.0,759.0,2241.0,10.0,631.0,1382.0,9.0,1637.0,2484.0,5.0,678.0,2098.0,0.0
8682,9100.0,2.0,2.0,2.0,30.0,0.0,192.0,1180.0,0.0,281.0,193.0,0.0,320.0,305.0,0.0,0.0,368.0,0.0,241.0,102.0,-1.0,122.0,241.0,0.0
8683,1100.0,2.0,1.0,2.0,26.0,0.0,120.0,792.0,0.0,0.0,818.0,2.0,28.0,792.0,0.0,60.0,809.0,0.0,0.0,857.0,2.0,13.0,770.0,0.0
8684,1100.0,2.0,2.0,1.0,23.0,1.0,0.0,1172.0,2.0,73.0,1141.0,0.0,58.0,1196.0,0.0,44.0,1221.0,0.0,42.0,1157.0,0.0,51.0,1181.0,1.0
8685,2000.0,1.0,1.0,2.0,28.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8686,12500.0,2.0,3.0,2.0,35.0,-1.0,235.0,251.0,-1.0,37.0,233.0,-1.0,68.0,36.0,-1.0,225.0,68.0,-1.0,66.0,224.0,-1.0,180.0,66.0,0.0
8687,5100.0,2.0,2.0,2.0,22.0,-2.0,0.0,39.0,-2.0,176.0,-1.0,-2.0,0.0,176.0,-2.0,0.0,0.0,-2.0,44.0,0.0,-2.0,168.0,44.0,1.0
8688,7100.0,2.0,2.0,2.0,27.0,0.0,131.0,3554.0,0.0,257.0,3589.0,0.0,547.0,3747.0,0.0,153.0,4131.0,0.0,322.0,4180.0,0.0,140.0,4393.0,1.0
8689,3200.0,1.0,2.0,1.0,45.0,2.0,253.0,2730.0,2.0,0.0,2937.0,2.0,104.0,2868.0,0.0,221.0,2900.0,0.0,0.0,3074.0,2.0,120.0,2973.0,1.0
8690,8300.0,2.0,1.0,1.0,39.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,0.0
8691,8800.0,1.0,1.0,2.0,27.0,0.0,0.0,1387.0,0.0,87.0,0.0,-1.0,2208.0,70.0,-1.0,2006.0,2207.0,-1.0,404.0,1999.0,-1.0,0.0,314.0,0.0
8692,9300.0,2.0,2.0,1.0,39.0,0.0,152.0,226.0,-1.0,120.0,152.0,0.0,200.0,268.0,0.0,194.0,415.0,-1.0,120.0,194.0,0.0,120.0,232.0,1.0
8693,6500.0,1.0,1.0,2.0,30.0,0.0,240.0,6317.0,0.0,1016.0,5786.0,0.0,1200.0,6160.0,0.0,200.0,6056.0,0.0,200.0,4629.0,0.0,180.0,4545.0,0.0
8694,9500.0,2.0,1.0,2.0,28.0,-1.0,13.0,54.0,-1.0,13.0,13.0,-1.0,13.0,13.0,-1.0,19.0,13.0,-1.0,13.0,19.0,-1.0,157.0,13.0,0.0
8695,2700.0,2.0,1.0,2.0,27.0,0.0,68.0,1602.0,0.0,164.0,1631.0,0.0,64.0,1768.0,2.0,0.0,1791.0,2.0,144.0,1751.0,2.0,80.0,1866.0,0.0
8696,14300.0,2.0,2.0,2.0,30.0,-2.0,107.0,120.0,-2.0,120.0,107.0,-2.0,0.0,107.0,-2.0,0.0,0.0,-2.0,140.0,0.0,-1.0,100.0,140.0,0.0
8697,19300.0,1.0,2.0,1.0,39.0,0.0,600.0,17157.0,0.0,1200.0,17457.0,0.0,800.0,12005.0,0.0,480.0,12603.0,0.0,500.0,12873.0,0.0,488.0,13151.0,0.0
8698,5900.0,2.0,1.0,2.0,26.0,-1.0,0.0,1522.0,-1.0,744.0,0.0,-1.0,0.0,744.0,0.0,61.0,736.0,-1.0,0.0,61.0,0.0,0.0,61.0,0.0
8699,1100.0,2.0,3.0,1.0,33.0,0.0,152.0,1583.0,0.0,68.0,1600.0,2.0,44.0,1522.0,2.0,0.0,1417.0,2.0,41.0,1279.0,0.0,40.0,1188.0,1.0
8700,1100.0,2.0,3.0,1.0,56.0,-1.0,54.0,14.0,-1.0,3.0,54.0,-1.0,5.0,3.0,-1.0,3.0,5.0,-1.0,17.0,3.0,-1.0,6.0,8.0,1.0
8701,4800.0,2.0,1.0,2.0,27.0,0.0,160.0,4182.0,0.0,400.0,4213.0,0.0,160.0,4479.0,0.0,200.0,4506.0,0.0,168.0,4573.0,0.0,180.0,4604.0,0.0
8702,7300.0,1.0,3.0,2.0,26.0,0.0,243.0,5189.0,0.0,141.0,5348.0,0.0,200.0,5350.0,0.0,200.0,3202.0,0.0,200.0,2787.0,0.0,201.0,1328.0,0.0
8703,6100.0,1.0,1.0,2.0,26.0,0.0,120.0,2277.0,0.0,120.0,2335.0,0.0,80.0,2393.0,0.0,0.0,2405.0,0.0,0.0,1064.0,0.0,0.0,0.0,0.0
8704,3100.0,1.0,2.0,1.0,40.0,-1.0,9.0,232.0,-1.0,310.0,9.0,-1.0,20.0,230.0,0.0,40.0,246.0,0.0,800.0,282.0,0.0,60.0,1072.0,0.0
8705,24100.0,1.0,2.0,1.0,50.0,0.0,351.0,9011.0,0.0,422.0,9217.0,0.0,345.0,9485.0,0.0,357.0,9641.0,0.0,359.0,9843.0,0.0,372.0,10039.0,1.0
8706,3200.0,2.0,2.0,2.0,26.0,0.0,132.0,3081.0,0.0,232.0,2872.0,0.0,0.0,3030.0,2.0,108.0,2705.0,0.0,120.0,2763.0,0.0,108.0,2831.0,0.0
8707,2100.0,2.0,3.0,1.0,51.0,2.0,88.0,1935.0,0.0,84.0,1912.0,0.0,160.0,1925.0,0.0,0.0,2042.0,2.0,80.0,2006.0,0.0,80.0,1928.0,1.0
8708,15300.0,1.0,1.0,2.0,32.0,0.0,523.0,15514.0,0.0,520.0,13999.0,0.0,1040.0,27586.0,0.0,804.0,13378.0,0.0,440.0,13199.0,0.0,440.0,11697.0,0.0
8709,1900.0,1.0,1.0,2.0,25.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
8710,7600.0,2.0,3.0,1.0,41.0,0.0,240.0,4541.0,0.0,223.0,4646.0,0.0,169.0,4626.0,0.0,177.0,4634.0,0.0,200.0,4733.0,0.0,356.0,4799.0,0.0
8711,2100.0,2.0,2.0,1.0,45.0,-1.0,45.0,22.0,-1.0,8.0,45.0,-1.0,8.0,8.0,-1.0,8.0,8.0,-1.0,8.0,8.0,-1.0,8.0,8.0,0.0
8712,4300.0,2.0,1.0,2.0,26.0,0.0,240.0,4475.0,0.0,200.0,4463.0,2.0,202.0,4431.0,0.0,80.0,4419.0,0.0,120.0,1948.0,0.0,200.0,1882.0,0.0
8713,2000.0,1.0,2.0,2.0,33.0,0.0,86.0,1934.0,0.0,46.0,1989.0,0.0,20.0,1989.0,0.0,20.0,704.0,0.0,20.0,670.0,0.0,40.0,423.0,0.0
8714,6900.0,1.0,3.0,1.0,38.0,0.0,80.0,2176.0,0.0,90.0,2220.0,0.0,83.0,2273.0,0.0,64.0,2251.0,0.0,63.0,1942.0,0.0,60.0,1828.0,0.0
8715,19900.0,1.0,1.0,2.0,37.0,1.0,93.0,-18.0,-1.0,49.0,47.0,-1.0,258.0,49.0,-1.0,103.0,258.0,-1.0,59.0,103.0,-1.0,464.0,29.0,0.0
8716,5900.0,2.0,2.0,1.0,36.0,-2.0,48.0,44.0,-2.0,40.0,88.0,-2.0,2000.0,120.0,-2.0,44.0,29.0,-2.0,0.0,44.0,-2.0,0.0,0.0,0.0
8717,1500.0,2.0,1.0,2.0,28.0,1.0,18.0,0.0,-1.0,0.0,18.0,-1.0,0.0,0.0,-2.0,10.0,0.0,-1.0,0.0,10.0,-1.0,0.0,0.0,0.0
8718,3300.0,2.0,3.0,1.0,47.0,2.0,90.0,2357.0,0.0,83.0,2090.0,0.0,1.0,1389.0,0.0,374.0,222.0,-1.0,293.0,373.0,-1.0,54.0,292.0,1.0
8719,6400.0,1.0,2.0,2.0,31.0,0.0,176.0,5201.0,0.0,142.0,4312.0,0.0,3200.0,2877.0,0.0,180.0,4737.0,0.0,192.0,4736.0,0.0,180.0,4817.0,0.0
8720,1900.0,2.0,2.0,1.0,31.0,0.0,80.0,1042.0,0.0,80.0,1105.0,0.0,100.0,1165.0,0.0,41.0,1188.0,0.0,42.0,1153.0,0.0,41.0,1161.0,0.0
8721,4500.0,2.0,3.0,2.0,27.0,0.0,214.0,4239.0,0.0,160.0,4336.0,0.0,184.0,4367.0,0.0,160.0,4478.0,0.0,178.0,4344.0,0.0,164.0,4450.0,0.0
8722,10300.0,2.0,2.0,2.0,29.0,0.0,120.0,1017.0,0.0,121.0,762.0,0.0,477.0,771.0,-1.0,4579.0,477.0,-1.0,80.0,4579.0,0.0,100.0,980.0,0.0
8723,8800.0,1.0,2.0,1.0,46.0,-1.0,250.0,140.0,-1.0,1176.0,250.0,-1.0,340.0,1176.0,-1.0,760.0,338.0,-1.0,542.0,760.0,-1.0,119.0,542.0,0.0
8724,6400.0,2.0,2.0,2.0,39.0,0.0,280.0,5321.0,0.0,252.0,5013.0,0.0,200.0,4882.0,0.0,120.0,4472.0,0.0,104.0,3682.0,0.0,160.0,3581.0,0.0
8725,12100.0,2.0,1.0,1.0,30.0,0.0,280.0,5891.0,0.0,280.0,5996.0,0.0,240.0,6101.0,0.0,163.0,6115.0,0.0,162.0,4534.0,0.0,172.0,4582.0,0.0
8726,7100.0,2.0,1.0,2.0,33.0,-1.0,317.0,445.0,-1.0,728.0,315.0,-1.0,0.0,659.0,0.0,899.0,528.0,-1.0,1397.0,2953.0,-1.0,215.0,1397.0,0.0
8727,900.0,2.0,2.0,1.0,45.0,0.0,64.0,652.0,0.0,64.0,693.0,0.0,48.0,733.0,0.0,104.0,757.0,0.0,28.0,825.0,3.0,0.0,828.0,1.0
8728,5900.0,1.0,1.0,2.0,29.0,-2.0,280.0,183.0,-2.0,33.0,277.0,-2.0,260.0,33.0,-2.0,206.0,259.0,-2.0,313.0,206.0,-2.0,285.0,312.0,0.0
8729,3300.0,2.0,1.0,2.0,30.0,2.0,0.0,1654.0,2.0,152.0,1616.0,2.0,0.0,1729.0,2.0,136.0,1689.0,2.0,0.0,1797.0,2.0,153.0,1763.0,1.0
8730,1300.0,1.0,1.0,2.0,28.0,0.0,72.0,953.0,0.0,56.0,998.0,0.0,160.0,1024.0,0.0,0.0,1170.0,2.0,105.0,1147.0,0.0,20.0,1062.0,0.0
8731,900.0,2.0,3.0,2.0,30.0,1.0,23.0,-15.0,-1.0,0.0,8.0,3.0,0.0,8.0,2.0,0.0,8.0,2.0,1.0,-1.0,-2.0,152.0,-96.0,0.0
8732,7900.0,1.0,2.0,1.0,34.0,0.0,200.0,4400.0,0.0,87.0,3078.0,0.0,82.0,2553.0,0.0,120.0,2271.0,0.0,390.0,2353.0,0.0,120.0,2703.0,0.0
8733,9300.0,2.0,2.0,1.0,19.0,12.0,653.0,2354.0,9.0,6543.0,6826.0,11.0,214.0,2565.0,4.0,5726.0,8153.0,0.0,719.0,3591.0,5.0,1660.0,5351.0,0.0
8734,500.0,1.0,4.0,2.0,81.0,12.0,19.0,213.0,4.0,4.0,14.0,0.0,179.0,401.0,10.0,50.0,454.0,12.0,73.0,347.0,-1.0,187.0,296.0,0.0
8735,5100.0,2.0,2.0,2.0,43.0,10.0,499.0,1534.0,4.0,153.0,898.0,10.0,2731.0,3207.0,8.0,948.0,1804.0,3.0,517.0,3046.0,11.0,1063.0,3806.0,1.0
8736,3200.0,1.0,1.0,2.0,27.0,1.0,80.0,1601.0,2.0,0.0,1644.0,2.0,64.0,1605.0,0.0,120.0,1632.0,0.0,80.0,1720.0,0.0,42.0,1714.0,0.0
8737,7100.0,1.0,2.0,1.0,49.0,0.0,320.0,7138.0,0.0,400.0,7065.0,0.0,400.0,3063.0,0.0,400.0,3313.0,0.0,400.0,3271.0,0.0,120.0,2645.0,0.0
8738,7100.0,1.0,1.0,1.0,44.0,0.0,203.0,4963.0,0.0,116.0,4874.0,0.0,150.0,3312.0,0.0,118.0,3270.0,0.0,128.0,3253.0,0.0,113.0,3248.0,0.0
8739,9700.0,1.0,2.0,2.0,27.0,-1.0,0.0,16.0,-1.0,31.0,0.0,-1.0,31.0,16.0,-1.0,0.0,31.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
8740,7200.0,2.0,1.0,2.0,42.0,0.0,100.0,307.0,0.0,0.0,400.0,2.0,47.0,320.0,0.0,5.0,358.0,0.0,4.0,252.0,0.0,10.0,186.0,1.0
8741,9500.0,2.0,3.0,1.0,26.0,-1.0,6.0,96.0,-1.0,130.0,6.0,-1.0,96.0,130.0,-1.0,47.0,96.0,-1.0,13.0,47.0,-1.0,5.0,13.0,1.0
8742,900.0,2.0,1.0,1.0,41.0,-1.0,161.0,69.0,-1.0,100.0,161.0,-1.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
8743,6500.0,2.0,2.0,1.0,37.0,1.0,0.0,1628.0,2.0,0.0,1197.0,2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8744,18900.0,1.0,2.0,2.0,31.0,-1.0,443.0,777.0,-1.0,608.0,440.0,-1.0,1093.0,607.0,-1.0,1208.0,1093.0,0.0,1.0,1241.0,0.0,660.0,768.0,0.0
8745,1900.0,2.0,2.0,2.0,27.0,-1.0,15.0,21.0,-1.0,0.0,15.0,-1.0,0.0,-6.0,-2.0,131.0,-27.0,-1.0,0.0,82.0,3.0,0.0,48.0,0.0
8746,10800.0,2.0,2.0,1.0,35.0,-1.0,217.0,93.0,-1.0,46.0,217.0,-1.0,2276.0,46.0,-1.0,195.0,2276.0,-1.0,381.0,195.0,-1.0,80.0,373.0,0.0
8747,700.0,2.0,2.0,1.0,30.0,-1.0,404.0,57.0,-1.0,400.0,404.0,0.0,62.0,601.0,0.0,120.0,640.0,0.0,32.0,738.0,0.0,40.0,753.0,0.0
8748,7100.0,2.0,1.0,2.0,36.0,0.0,99.0,977.0,0.0,112.0,899.0,0.0,84.0,872.0,0.0,0.0,804.0,0.0,80.0,665.0,0.0,0.0,625.0,0.0
8749,1700.0,1.0,1.0,1.0,47.0,-1.0,0.0,31.0,2.0,0.0,16.0,2.0,47.0,0.0,-1.0,0.0,47.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0
8750,14500.0,2.0,2.0,1.0,51.0,0.0,493.0,13533.0,0.0,881.0,13167.0,0.0,481.0,12828.0,0.0,401.0,12408.0,0.0,433.0,11595.0,0.0,301.0,11188.0,0.0
8751,7900.0,2.0,1.0,2.0,30.0,0.0,168.0,3595.0,0.0,200.0,3703.0,0.0,362.0,3843.0,0.0,0.0,4140.0,2.0,168.0,4038.0,0.0,160.0,4135.0,0.0
8752,1900.0,1.0,1.0,2.0,25.0,-1.0,173.0,9.0,-1.0,74.0,173.0,-1.0,0.0,74.0,-1.0,71.0,0.0,-1.0,103.0,71.0,-1.0,86.0,103.0,0.0
8753,2300.0,1.0,3.0,1.0,57.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8754,5300.0,2.0,3.0,1.0,48.0,1.0,406.0,0.0,-1.0,0.0,406.0,2.0,80.0,394.0,0.0,17.0,467.0,0.0,18.0,477.0,0.0,10.0,486.0,0.0
8755,11200.0,2.0,1.0,2.0,34.0,-1.0,1149.0,260.0,-1.0,377.0,1149.0,-1.0,139.0,377.0,-1.0,139.0,139.0,-1.0,409.0,139.0,-1.0,485.0,409.0,0.0
8756,19300.0,1.0,1.0,2.0,34.0,1.0,0.0,-36.0,-2.0,0.0,-36.0,-2.0,0.0,-36.0,-2.0,0.0,-36.0,-2.0,0.0,-36.0,-2.0,0.0,-36.0,0.0
8757,8500.0,2.0,2.0,1.0,42.0,-1.0,143.0,88.0,-1.0,39.0,143.0,-1.0,99.0,39.0,-1.0,133.0,99.0,-1.0,215.0,133.0,-1.0,64.0,215.0,0.0
8758,800.0,2.0,2.0,1.0,28.0,2.0,124.0,759.0,2.0,0.0,811.0,2.0,64.0,786.0,0.0,16.0,803.0,0.0,16.0,785.0,0.0,11.0,785.0,1.0
8759,1300.0,2.0,3.0,1.0,34.0,1.0,68.0,1600.0,2.0,44.0,1522.0,2.0,0.0,1417.0,2.0,41.0,1279.0,0.0,40.0,1188.0,0.0,133.0,1107.0,0.0
8760,6000.0,1.0,1.0,2.0,39.0,-2.0,0.0,5.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8761,4100.0,1.0,1.0,2.0,29.0,2.0,80.0,1329.0,2.0,0.0,1375.0,2.0,63.0,1342.0,0.0,116.0,1370.0,0.0,60.0,1463.0,2.0,64.0,1494.0,1.0
8762,6900.0,2.0,2.0,2.0,45.0,0.0,115.0,95.0,-1.0,16.0,115.0,-1.0,24.0,16.0,-1.0,1220.0,24.0,-1.0,172.0,1220.0,-1.0,0.0,172.0,1.0
8763,2800.0,1.0,3.0,1.0,43.0,0.0,123.0,2633.0,0.0,120.0,2065.0,0.0,120.0,2103.0,0.0,80.0,1710.0,0.0,80.0,1756.0,0.0,80.0,1802.0,0.0
8764,800.0,2.0,2.0,2.0,47.0,2.0,80.0,548.0,0.0,63.0,606.0,0.0,51.0,647.0,0.0,64.0,676.0,0.0,0.0,728.0,2.0,26.0,711.0,1.0
8765,8400.0,1.0,2.0,2.0,33.0,2.0,0.0,8013.0,2.0,272.0,7821.0,0.0,196.0,7065.0,0.0,180.0,5125.0,2.0,188.0,5220.0,0.0,196.0,5154.0,1.0
8766,5300.0,2.0,2.0,2.0,27.0,2.0,80.0,115.0,2.0,40.0,178.0,2.0,0.0,193.0,2.0,40.0,169.0,2.0,0.0,207.0,2.0,60.0,167.0,1.0
8767,12000.0,2.0,2.0,2.0,30.0,1.0,4280.0,78.0,-1.0,200.0,4220.0,0.0,180.0,3919.0,0.0,120.0,3774.0,0.0,120.0,3529.0,0.0,120.0,3150.0,0.0
8768,1100.0,1.0,2.0,1.0,33.0,0.0,120.0,900.0,0.0,200.0,992.0,0.0,0.0,1175.0,2.0,40.0,1124.0,0.0,40.0,1069.0,0.0,40.0,468.0,0.0
8769,2900.0,1.0,2.0,1.0,34.0,1.0,200.0,2735.0,2.0,0.0,2866.0,2.0,40.0,2678.0,0.0,38.0,1216.0,0.0,200.0,1165.0,0.0,200.0,944.0,0.0
8770,900.0,1.0,1.0,2.0,37.0,2.0,108.0,588.0,2.0,40.0,673.0,2.0,40.0,690.0,2.0,0.0,707.0,2.0,60.0,690.0,0.0,60.0,732.0,1.0
8771,3100.0,2.0,2.0,2.0,24.0,0.0,114.0,3228.0,0.0,116.0,3178.0,0.0,113.0,3227.0,0.0,112.0,3187.0,0.0,115.0,3143.0,0.0,124.0,3193.0,0.0
8772,1300.0,2.0,2.0,1.0,50.0,1.0,0.0,418.0,2.0,644.0,399.0,-1.0,254.0,643.0,-1.0,69.0,254.0,-1.0,0.0,323.0,2.0,221.0,69.0,0.0
8773,11200.0,2.0,3.0,1.0,41.0,1.0,0.0,-12.0,-2.0,0.0,-12.0,-2.0,0.0,-12.0,-2.0,0.0,-12.0,-2.0,96.0,-12.0,-2.0,0.0,85.0,0.0
8774,700.0,1.0,2.0,2.0,27.0,-1.0,47.0,31.0,-1.0,0.0,47.0,-1.0,16.0,0.0,-1.0,40.0,16.0,-1.0,80.0,0.0,-2.0,80.0,-80.0,0.0
8775,20500.0,2.0,1.0,2.0,31.0,0.0,1600.0,3133.0,0.0,804.0,3977.0,0.0,200.0,4307.0,0.0,200.0,4151.0,0.0,1015.0,3491.0,0.0,2600.0,1470.0,0.0
8776,2100.0,2.0,2.0,1.0,49.0,0.0,140.0,1940.0,0.0,0.0,2044.0,2.0,27.0,1564.0,0.0,28.0,779.0,0.0,34.0,779.0,0.0,28.0,785.0,0.0
8777,12500.0,2.0,2.0,2.0,25.0,0.0,120.0,1624.0,0.0,80.0,1717.0,0.0,80.0,1768.0,0.0,80.0,1819.0,0.0,80.0,1870.0,0.0,40.0,1916.0,0.0
8778,900.0,2.0,2.0,2.0,34.0,0.0,60.0,456.0,0.0,120.0,496.0,0.0,0.0,607.0,2.0,40.0,585.0,0.0,80.0,1231.0,0.0,40.0,685.0,0.0
8779,7300.0,2.0,3.0,1.0,40.0,2.0,108.0,406.0,2.0,0.0,508.0,2.0,80.0,487.0,2.0,0.0,559.0,2.0,80.0,545.0,0.0,80.0,592.0,1.0
8780,11500.0,1.0,1.0,2.0,36.0,0.0,810.0,907.0,0.0,418.0,1039.0,-1.0,4732.0,416.0,-1.0,112.0,4730.0,0.0,534.0,4471.0,-1.0,588.0,532.0,0.0
8781,12100.0,2.0,2.0,2.0,37.0,0.0,40.0,1957.0,0.0,14.0,903.0,-1.0,204.0,12.0,-1.0,0.0,204.0,0.0,121.0,204.0,-1.0,2.0,121.0,0.0
8782,8000.0,1.0,1.0,2.0,28.0,-2.0,606.0,-75.0,-1.0,4002.0,368.0,0.0,12.0,4134.0,0.0,401.0,3113.0,0.0,1.0,1051.0,2.0,32.0,129.0,0.0
8783,12100.0,1.0,1.0,1.0,55.0,-2.0,0.0,568.0,-2.0,0.0,0.0,-2.0,478.0,0.0,-1.0,708.0,478.0,-1.0,96.0,708.0,-1.0,0.0,96.0,0.0
8784,8500.0,2.0,1.0,2.0,30.0,-1.0,10.0,107.0,-1.0,151.0,10.0,-1.0,219.0,151.0,-1.0,2781.0,219.0,-1.0,400.0,2781.0,0.0,160.0,3048.0,0.0
8785,7200.0,2.0,2.0,2.0,26.0,-2.0,47.0,87.0,-2.0,0.0,47.0,-2.0,101.0,0.0,-2.0,0.0,101.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8786,9200.0,1.0,1.0,1.0,46.0,-1.0,21.0,21.0,-1.0,111.0,21.0,-1.0,1.0,111.0,0.0,0.0,94.0,0.0,0.0,76.0,0.0,0.0,4.0,1.0
8787,6700.0,2.0,3.0,2.0,18.0,0.0,1538.0,2379.0,7.0,409.0,4365.0,10.0,846.0,2347.0,0.0,13.0,30.0,2.0,218.0,1439.0,8.0,2715.0,3493.0,0.0
8788,3300.0,1.0,3.0,2.0,42.0,2.0,120.0,3052.0,2.0,210.0,3099.0,0.0,1.0,3153.0,0.0,737.0,503.0,-1.0,958.0,735.0,-1.0,1138.0,951.0,0.0
8789,13300.0,1.0,2.0,2.0,28.0,0.0,80.0,2130.0,0.0,160.0,1488.0,0.0,80.0,1622.0,0.0,202.0,1679.0,0.0,87.0,1869.0,0.0,80.0,1620.0,0.0
8790,2500.0,2.0,3.0,1.0,47.0,-1.0,220.0,193.0,-1.0,387.0,219.0,-1.0,175.0,337.0,-1.0,157.0,175.0,-1.0,97.0,156.0,-1.0,85.0,97.0,1.0
8791,7900.0,2.0,3.0,2.0,29.0,0.0,320.0,7429.0,0.0,256.0,6669.0,0.0,269.0,6407.0,0.0,185.0,6459.0,0.0,2003.0,4169.0,0.0,218.0,6069.0,0.0
8792,20100.0,2.0,2.0,1.0,34.0,0.0,82.0,5570.0,0.0,52.0,2110.0,0.0,382.0,971.0,0.0,932.0,380.0,-1.0,90.0,932.0,-1.0,86.0,89.0,0.0
8793,2000.0,1.0,1.0,1.0,27.0,0.0,92.0,1932.0,0.0,56.0,1988.0,0.0,13.0,1628.0,0.0,14.0,670.0,0.0,160.0,684.0,0.0,8.0,528.0,1.0
8794,1300.0,2.0,2.0,1.0,29.0,0.0,66.0,1149.0,0.0,62.0,1117.0,0.0,52.0,1104.0,0.0,33.0,1077.0,0.0,0.0,621.0,0.0,0.0,0.0,0.0
8795,900.0,1.0,3.0,2.0,47.0,0.0,83.0,671.0,0.0,0.0,739.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
8796,5900.0,2.0,2.0,1.0,52.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
8797,1300.0,2.0,3.0,2.0,25.0,2.0,0.0,1056.0,3.0,0.0,1028.0,2.0,60.0,1000.0,0.0,60.0,1003.0,0.0,60.0,1046.0,0.0,42.0,1089.0,0.0
8798,8000.0,2.0,2.0,2.0,30.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,60.0,0.0,-1.0,0.0,60.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
8799,4500.0,2.0,4.0,2.0,23.0,0.0,120.0,3350.0,0.0,116.0,3097.0,0.0,116.0,3162.0,0.0,120.0,3225.0,0.0,140.0,3293.0,0.0,160.0,3378.0,0.0
8800,19300.0,1.0,2.0,1.0,31.0,0.0,160.0,2214.0,0.0,120.0,2336.0,0.0,120.0,2355.0,0.0,120.0,2378.0,0.0,120.0,2447.0,0.0,120.0,2277.0,0.0
8801,1500.0,1.0,2.0,1.0,26.0,0.0,79.0,1502.0,0.0,75.0,1544.0,0.0,52.0,1580.0,0.0,113.0,1547.0,0.0,0.0,1536.0,2.0,80.0,1506.0,0.0
8802,5500.0,2.0,1.0,2.0,25.0,-1.0,441.0,85.0,-1.0,392.0,441.0,-1.0,40.0,391.0,0.0,73.0,257.0,-1.0,285.0,73.0,-1.0,85.0,285.0,0.0
8803,11100.0,1.0,1.0,1.0,44.0,0.0,234.0,6924.0,0.0,177.0,6438.0,0.0,126.0,5844.0,0.0,113.0,3893.0,0.0,117.0,3667.0,0.0,93.0,3241.0,1.0
8804,2300.0,1.0,3.0,1.0,37.0,0.0,206.0,1454.0,0.0,120.0,1120.0,0.0,120.0,1026.0,0.0,240.0,676.0,0.0,80.0,633.0,0.0,120.0,448.0,0.0
8805,13900.0,2.0,1.0,2.0,28.0,-2.0,24.0,38.0,-2.0,29.0,24.0,-2.0,11.0,29.0,-2.0,36.0,11.0,-2.0,51.0,36.0,-2.0,49.0,51.0,0.0
8806,3500.0,1.0,1.0,2.0,31.0,0.0,84.0,1672.0,0.0,100.0,1717.0,0.0,80.0,1776.0,0.0,160.0,1814.0,0.0,0.0,1938.0,2.0,80.0,1901.0,0.0
