Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
800,2,3,2,24,2,0,776,2,41,752,0,10,763,0,0,480,0,0,0,-2,0,0,1
8500,2,1,2,27,0,400,8205,0,189,7881,0,2003,7841,0,4400,4141,0,400,5819,0,400,5675,0
6100,2,2,2,37,-1,0,50,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3900,2,2,2,29,0,72,1511,0,72,1378,0,44,1201,0,46,1213,0,97,1240,0,0,1316,0
8000,1,1,2,35,-1,973,297,-1,1611,973,-1,606,1610,-1,563,604,-1,835,563,-1,1069,835,0
4800,2,2,1,37,1,0,0,-2,0,0,-2,0,0,-2,2187,0,-1,0,2187,2,90,106,1
8900,1,2,2,28,11,3808,4590,10,3765,6451,0,125,199,-1,473,4656,3,1021,6322,8,2259,5329,1
300,2,1,2,29,-1,0,20,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8500,1,2,2,25,0,67,3861,0,56,1421,0,35,1392,0,36,1008,0,41,1016,0,36,1028,0
8000,1,2,2,31,-2,572,551,-2,1176,572,-2,633,1176,-2,246,633,-2,398,246,-2,791,398,0
700,2,2,2,23,0,80,741,0,55,808,0,45,786,0,18,688,0,240,570,0,25,739,0
2400,1,2,2,23,1,200,2329,2,0,2467,3,8,2390,2,60,2328,0,52,1546,0,80,1414,1
1300,2,3,1,62,0,68,743,0,68,786,0,68,829,0,40,871,0,40,885,0,80,904,1
8500,2,2,1,44,-1,13,169,-1,0,13,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
2000,1,2,2,25,-1,43,56,0,60,98,0,147,155,0,99,299,0,52,335,0,40,323,0
3900,2,3,1,39,-2,66,405,-1,225,66,-1,35,65,-1,0,35,-1,0,0,-2,0,0,0
1100,2,2,1,22,1,0,1124,2,60,1089,0,209,997,0,38,1038,0,68,825,-1,0,64,0
7900,2,1,2,25,0,268,7341,0,280,7181,0,120,5383,0,0,2458,0,0,-8,-2,0,-8,0
1600,2,2,1,37,2,60,1022,2,0,1054,2,116,1025,2,0,1124,2,44,1094,0,96,1114,1
1600,2,2,1,49,2,0,1245,2,181,1214,2,0,1361,2,55,1327,0,55,1355,0,57,1381,1
12400,1,2,1,33,0,80,304,0,120,379,0,120,492,0,120,603,0,120,714,0,120,815,0
900,1,2,1,41,1,0,705,2,52,682,0,32,722,0,28,742,0,40,753,0,36,780,1
8100,1,1,2,35,2,400,6020,0,400,6258,0,600,6495,0,0,6980,2,400,6214,2,0,5198,1
1200,2,2,2,35,0,68,933,0,58,986,0,56,1015,0,42,1054,0,37,1007,0,37,1021,0
4400,2,2,2,31,3,0,24,2,0,24,2,0,24,4,0,24,4,0,24,3,0,12,1
2000,2,1,2,24,-1,80,1804,0,80,1225,0,40,893,0,80,743,0,40,813,0,118,731,1
1100,2,3,1,56,-1,54,14,-1,3,54,-1,5,3,-1,3,5,-1,17,3,-1,6,8,1
2400,2,2,1,35,0,111,2173,0,51,2223,0,22,606,0,157,618,0,23,637,0,24,644,1
14500,1,2,1,35,-2,367,14,-2,0,366,-2,15,0,-2,116,15,-2,15,116,-2,128,15,0
2000,2,3,1,46,0,80,1834,0,75,1853,0,69,1897,0,67,1932,0,69,1970,0,80,1974,0
7100,2,1,2,32,1,40,713,2,0,730,2,4,1329,0,0,207,0,0,0,-2,0,0,0
3300,2,2,1,42,2,80,1828,2,80,1866,2,72,1904,2,80,1932,2,80,1976,2,76,2017,1
8500,2,1,2,42,2,5638,5996,8,307,503,0,2168,2716,0,2705,3439,-1,1029,1451,1,4929,7450,1
8300,2,2,2,42,0,376,12334,0,412,12580,0,466,12807,0,64,13115,0,60,1371,0,0,1236,1
7100,1,2,1,35,2,200,4566,2,200,4631,2,200,4697,2,200,4760,2,200,4821,2,0,4938,1
5700,1,3,1,45,-1,220,5578,0,200,5518,0,140,5330,0,140,3926,0,140,3957,0,140,3804,1
1900,2,1,2,41,0,144,1422,0,0,1530,2,120,1493,2,0,1588,2,140,1557,2,135,1671,1
1100,2,1,1,32,0,124,608,0,80,709,2,0,765,2,27,741,0,33,750,0,29,771,1
3700,2,3,1,51,-1,112,2775,2,0,2835,2,0,2776,0,11,53,0,7,64,0,150,38,0
13700,1,2,2,43,0,640,13082,0,12509,13423,0,390,13220,0,392,10889,0,383,10785,0,500,10669,1
1200,2,3,1,33,1,0,408,2,0,253,2,0,0,-2,24,0,-1,0,24,3,0,12,1
1900,1,2,2,32,1,0,665,2,52,642,0,87,683,0,0,759,2,29,741,0,23,758,0
800,2,2,2,50,1,0,684,3,12,661,2,80,651,2,40,708,2,0,725,2,32,708,1
10900,2,3,1,59,-2,48,37,-2,83,48,-2,32,83,-2,33,32,-2,50,33,-2,91,50,0
3500,2,3,2,53,0,48,453,0,49,494,0,46,534,0,0,571,2,20,556,0,21,567,1
800,1,1,2,30,2,40,674,2,113,691,2,0,793,2,26,764,0,46,786,0,0,821,1
2700,1,2,2,32,3,0,879,2,56,854,0,40,884,0,80,909,0,0,974,2,83,952,1
4400,1,1,1,57,3,0,1853,2,232,1813,2,0,2001,3,0,1958,2,351,1921,2,0,2239,1
1300,2,3,2,49,-1,0,27,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
14400,1,1,1,38,-1,14,32,-1,30,14,-1,0,30,-1,0,0,-2,93,0,-1,0,93,0
4800,2,1,2,40,10,729,1089,6,1134,3808,4,1843,2039,1,182,463,3,1806,2677,3,3445,3929,1
8100,2,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1900,2,2,1,35,0,52,316,0,53,357,0,14,397,0,21,399,0,40,414,0,25,440,1
6100,2,2,1,29,2,155,4057,0,220,4161,0,160,4329,0,130,4375,0,620,4451,0,160,5014,0
800,2,3,2,42,0,120,763,0,0,812,2,52,772,0,28,796,0,29,796,0,28,813,0
7200,1,1,1,45,0,549,6423,0,660,6866,0,0,7386,0,0,0,-2,0,0,-2,0,0,1
14400,2,1,2,30,1,17,0,-1,0,17,-1,30,0,-1,0,30,-1,0,0,-2,8,0,0
2100,1,2,1,30,0,48,1130,0,80,772,0,0,230,0,0,0,-2,1602,-1219,-1,1967,2,1
2100,2,1,2,27,0,88,1755,0,80,1802,0,80,1798,0,80,1626,0,120,1637,0,120,1606,0
3700,2,3,1,42,-1,59,59,-1,59,59,-1,59,59,-1,59,59,-1,59,59,-1,1385,59,0
900,1,3,2,53,-2,0,854,-2,2,829,-2,0,800,-2,0,0,-2,0,0,-2,0,0,1
11500,1,2,2,34,1,0,0,-2,181,0,-1,160,181,0,80,338,0,0,412,0,0,0,1
4400,2,1,2,34,0,251,5667,0,219,5542,0,136,4818,0,114,4531,0,120,3250,0,100,3042,0
11200,1,1,2,36,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3300,1,3,2,42,2,120,3052,2,210,3099,0,1,3153,0,737,503,-1,958,735,-1,1138,951,0
11300,2,1,2,31,-1,2089,1067,-1,1004,2089,-1,377,1004,-2,114,377,-2,8,113,-2,166,8,0
1900,2,1,2,25,2,0,1802,2,145,1735,2,0,1844,2,60,1767,0,60,1727,0,52,1519,1
700,1,2,2,25,0,51,600,0,52,640,0,60,682,0,56,729,0,0,775,2,27,758,1
2400,2,2,2,34,0,124,1687,0,428,1620,0,886,821,-1,40,885,0,80,684,0,28,747,0
900,1,3,2,24,2,0,66,2,0,66,4,0,66,4,0,66,4,0,66,4,0,66,1
12000,1,2,2,44,-1,80,48,0,200,123,0,200,314,0,400,417,0,173,671,-1,143,173,1
3100,1,1,2,39,1,124,2682,2,100,2738,2,120,2770,2,120,2821,2,0,2871,2,112,2820,1
12400,1,2,1,32,0,200,457,0,120,635,0,120,744,0,200,851,0,0,1036,2,40,1014,0
3900,1,2,2,33,0,120,1396,0,240,1480,0,0,1683,2,160,1644,2,228,1764,2,80,1957,1
9600,2,1,2,45,2,0,18,2,0,0,-2,90,0,-1,0,90,0,91,67,-1,123,91,0
3200,2,2,2,28,0,80,1456,0,202,1259,0,808,410,-1,29,808,0,36,803,0,400,810,1
7300,2,3,1,44,-1,107,83,-1,18,107,-1,0,18,0,1197,18,-1,211,1197,-1,434,211,1
1200,2,3,1,37,2,0,227,2,80,218,0,32,294,0,0,321,2,80,310,2,0,384,1
17900,2,1,1,36,0,172,4336,0,123,3868,0,120,3361,0,80,2891,0,60,2230,0,80,1486,0
6500,2,1,2,25,0,160,3118,0,120,3158,0,40,3184,0,0,1991,0,9,13,-1,107,9,1
7100,1,1,1,34,1,200,5337,2,0,5393,2,440,5247,2,28,5599,2,412,5533,2,0,5845,1
14800,2,3,1,38,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2000,2,3,2,53,0,72,1973,0,84,2012,0,60,2001,0,40,1953,0,28,783,0,24,736,1
2800,1,3,1,52,2,0,2271,3,0,2213,2,89,2117,2,0,1217,2,24,662,0,32,669,1
12100,2,1,2,46,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4000,1,2,1,40,0,40,1504,0,0,952,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
6000,1,2,2,20,10,12,2092,0,778,2266,2,2145,2690,12,3070,4338,0,1068,3582,12,798,3323,1
7900,2,1,2,33,-1,0,6,-1,27,0,-1,0,27,-1,0,0,-2,35,0,-1,0,35,0
3300,2,1,2,38,2,52,506,0,200,537,0,0,727,2,80,703,0,40,771,0,400,799,1
3100,2,2,2,33,0,120,3101,0,122,3143,0,80,2684,0,40,2009,0,154,1950,0,0,154,0
4500,2,2,2,26,2,168,3471,2,132,3548,2,132,3586,2,0,3624,2,280,3561,2,92,3780,1
1200,1,1,1,31,1,48,564,2,0,591,2,88,570,2,0,648,2,68,626,2,0,684,1
2100,1,2,2,21,-1,0,107,-1,1814,-42,-1,72,1773,0,60,1814,0,69,1845,0,69,1841,0
1100,1,2,2,36,2,48,421,2,0,406,2,48,343,0,60,335,0,0,341,2,18,281,1
5500,1,2,1,37,-1,0,83,2,79,40,-1,0,79,0,44,40,-1,57,44,-1,294,57,1
3900,1,2,2,31,2,196,3596,4,236,3697,4,0,3839,4,0,3743,3,160,3647,2,128,3743,1
900,1,2,1,34,0,46,351,0,60,385,0,180,439,0,28,599,2,0,605,2,40,590,1
4700,2,2,1,41,-2,0,2956,-2,0,0,-2,147,0,-1,0,147,0,0,147,0,0,0,0
8900,1,1,2,98,11,462,911,0,436,526,-1,313,5683,12,7681,8628,2,272,1869,8,2715,3706,0
2700,1,3,1,52,2,0,2199,2,84,2055,0,78,1989,0,76,2014,0,89,1967,0,84,1890,1
9500,2,1,1,32,2,0,8375,2,880,8180,2,340,8925,2,340,9059,2,360,9188,2,0,9396,1
14400,1,1,1,39,0,160,2738,0,120,2851,0,140,2936,0,140,2976,0,200,3019,0,201,3194,0
2300,1,2,1,36,2,68,808,2,28,851,2,40,853,2,80,867,2,40,920,2,0,940,0
4700,2,2,1,97,10,189,1311,1,389,455,0,50,522,2,211,388,3,2779,4238,0,4076,4664,1
9700,2,2,1,39,0,600,1319,0,0,1893,2,240,1856,0,162,2066,0,1,2199,2,401,1695,0
2200,1,1,2,77,1,128,381,-1,50,97,2,1419,1558,11,85,525,2,263,538,9,99,152,1
7100,2,2,2,35,2,126,2055,0,37,2157,0,187,2194,0,101,2320,2,147,2378,2,200,2479,1
5600,2,1,2,25,-1,112,1203,-1,302,112,-1,426,302,-1,89,426,-1,241,89,-1,0,241,0
2300,2,2,2,22,0,100,2307,0,100,2369,0,80,2431,0,120,2403,0,60,1619,0,84,1595,0
17100,1,2,2,32,-1,200,1159,-1,0,1198,2,80,1168,0,800,1211,0,600,1971,0,200,1930,1
700,1,3,2,26,3,0,867,3,1,843,2,80,786,0,40,1046,0,80,542,0,40,613,1
5300,2,2,1,37,0,200,152,0,80,348,0,0,419,0,100,403,0,0,503,0,0,503,1
4700,1,2,2,28,0,120,2805,0,113,2854,0,64,2918,0,144,2327,0,12,1334,0,40,673,0
3100,2,3,2,26,-2,0,67,-2,67,0,-2,33,67,-2,0,33,-2,116,0,-2,33,116,1
5300,2,2,1,23,0,160,2449,-1,129,160,-1,1731,129,-1,80,931,0,40,823,0,80,727,0
10000,2,2,1,30,0,347,1597,0,680,667,-2,700,680,-2,0,700,-2,0,0,-2,0,0,0
2900,2,2,2,25,4,0,1222,3,0,1191,2,81,1159,0,43,1182,0,43,1180,0,40,1177,1
14300,1,1,2,31,-1,12,459,-1,16,12,-1,24,16,-1,38,24,-1,55,38,-1,18,55,0
8000,2,2,1,41,1,872,0,-1,1710,872,0,0,2497,0,665,-3,-1,211,662,-1,0,210,0
7100,2,1,2,29,2,73,6128,2,227,6045,0,739,6111,0,0,6746,2,440,6635,2,74,6947,1
6900,2,2,1,37,-1,209,104,-1,0,209,2,320,96,-1,60,312,0,112,237,-1,104,112,0
800,2,3,1,52,0,60,410,0,110,451,0,0,541,2,67,520,0,84,578,0,0,653,1
1100,2,2,2,24,2,68,961,2,44,1002,2,40,1017,2,48,1029,2,44,1054,2,48,1075,1
2000,2,2,2,25,0,80,1929,0,101,1931,0,800,1707,0,40,1971,0,40,732,0,40,1393,0
18500,1,3,1,61,0,64,426,-1,72,62,-1,260,67,-1,200,257,-1,200,196,-1,180,336,0
2800,2,1,2,35,2,80,1734,2,0,1774,2,160,1734,2,80,1865,2,80,1902,2,80,1946,1
1900,1,2,2,24,0,80,1638,0,80,1680,0,64,1732,0,227,1767,0,0,1965,2,80,1928,0
700,1,1,2,29,0,53,823,0,64,764,0,33,786,0,28,778,0,27,764,0,15,755,0
700,2,2,2,58,0,120,719,0,40,768,0,16,736,0,15,0,-1,0,15,-1,69,-16,0
1300,2,2,1,25,2,68,823,0,132,865,0,40,971,2,40,983,2,44,995,2,40,1017,1
8500,2,1,2,32,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
18800,1,1,2,31,0,203,3997,0,161,3804,0,81,3216,0,85,3025,0,84,2859,0,70,2637,0
14300,1,2,1,39,0,53,1193,0,100,908,0,200,675,0,80,545,0,320,200,-1,200,320,0
3300,2,2,1,34,0,125,2999,0,105,2665,0,74,2657,0,75,2185,0,71,1969,0,72,2004,0
1100,2,2,1,46,0,64,1220,0,60,1236,0,44,1219,0,42,1245,0,53,1173,0,39,1207,1
1200,2,3,2,52,-1,99,64,-1,0,99,-1,192,0,-1,112,192,-1,130,112,-1,292,130,1
6700,2,2,1,47,1,0,6133,2,253,5961,0,202,6037,0,40,5828,0,0,1344,0,0,0,1
1300,2,3,2,55,0,55,844,0,80,873,0,76,938,0,0,999,2,44,977,0,40,1005,0
9200,1,3,1,59,-2,0,0,-2,87,0,-2,0,87,-2,0,-2,-2,325,-2,-2,165,323,0
2900,2,2,2,24,0,92,2550,0,84,2227,0,64,1897,0,80,1784,0,80,1836,0,70,1885,1
5900,1,1,1,39,2,591,4534,2,0,4990,2,200,4850,0,400,4969,0,200,5290,2,0,5397,1
10700,2,2,1,43,1,0,-13,-2,0,-13,-2,0,-13,-2,0,-13,-2,0,-13,-2,0,-13,0
18700,1,1,1,40,0,75,1331,0,200,1372,0,6502,1537,0,231,7911,0,68,8109,0,79,1879,1
2100,2,2,1,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5900,1,1,1,42,-1,0,33,3,17,33,2,17,17,-1,17,17,-1,17,17,-1,0,17,1
2000,1,2,2,21,0,401,1882,0,87,2052,0,48,1998,0,160,779,0,628,557,-1,400,628,0
2100,1,3,1,30,2,60,1584,3,64,1606,2,68,1632,2,60,1661,2,144,1688,2,0,1798,1
2700,1,1,2,37,2,0,2001,2,160,1958,2,0,2072,2,200,2027,2,0,2194,2,160,2152,1
900,1,2,1,40,2,97,253,2,0,345,2,40,334,2,19,368,2,0,375,2,19,363,0
2000,2,3,1,27,2,93,2000,2,0,2048,2,99,1918,0,49,1964,0,49,1142,0,40,1165,1
3100,2,1,2,26,-1,13,156,-1,399,13,-1,170,399,-1,183,170,-1,0,183,-1,0,0,0
17600,2,2,1,41,-1,81,131,-1,39,81,-1,35,39,-1,35,35,-1,34,35,-1,298,34,0
2100,2,1,2,27,1,80,90,2,0,122,2,0,75,0,100,36,-1,0,96,2,52,49,1
900,2,3,1,43,0,97,382,0,102,472,0,97,565,0,42,651,0,45,684,0,53,720,0
2500,1,2,1,52,0,150,2347,0,120,2276,0,80,2327,0,40,2262,0,40,1177,0,60,1121,0
3300,1,1,2,31,0,69,1265,0,80,1085,0,80,1039,0,80,940,0,80,944,0,80,986,0
1900,2,2,2,24,1,0,1979,2,88,1719,0,40,1612,0,200,703,0,80,588,0,200,576,1
2000,2,2,2,29,1,60,479,2,60,519,2,0,558,2,48,538,2,0,577,2,60,562,0
8400,2,1,2,33,0,200,4868,0,200,4805,0,161,4740,0,200,4641,0,160,4585,0,160,4333,0
900,2,2,2,38,1,0,871,4,0,846,3,0,821,2,18,793,0,15,597,0,14,432,0
5700,2,4,2,76,10,214,454,12,1272,2581,1,3433,4933,8,1328,3123,2,146,636,0,319,513,1
7200,1,2,2,27,1,456,3690,-2,40,2575,-2,14,221,-2,40,64,-2,16,104,-1,16,16,0
7200,2,2,2,34,0,80,733,0,80,745,0,42,765,0,0,518,0,0,278,0,8,138,0
10500,1,1,2,27,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
3200,2,3,1,32,0,200,2505,0,160,2472,0,2000,889,-1,400,1929,0,400,1825,0,287,1512,1
20300,2,1,2,38,8,0,19084,7,0,18795,6,0,18456,5,0,18096,4,0,17746,3,560,17492,1
800,1,3,1,48,2,88,604,2,40,681,2,40,698,0,40,715,0,40,737,0,36,765,1
4100,2,2,1,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2000,2,1,2,26,0,200,1682,0,80,1841,0,60,1818,0,80,1818,0,160,1646,0,55,1561,1
4100,2,1,2,29,0,128,3674,0,120,3615,0,128,3263,0,120,2858,0,140,2741,0,104,2674,0
3300,2,1,2,39,0,118,3088,0,74,2958,0,68,1905,0,73,1939,0,68,1966,0,66,1880,0
3200,2,2,1,46,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,1
8800,2,2,2,30,-1,36,24,-1,307,36,-1,800,307,-1,800,466,0,0,921,0,0,898,0
500,2,3,2,87,11,40,95,2,11,73,0,138,141,2,194,489,3,9,26,11,359,452,1
800,2,2,2,42,2,0,726,2,94,704,2,32,774,2,27,782,2,0,792,2,60,774,1
4000,2,2,2,45,2,228,4215,2,216,4280,2,148,4334,2,160,4298,2,144,4224,2,180,4230,1
2700,2,1,2,27,2,0,2392,2,267,2331,2,92,2557,2,112,2583,2,104,2648,2,0,2703,1
7700,1,1,1,49,2,76,1445,2,72,1486,2,68,1522,2,64,1553,2,60,1580,2,64,1608,1
2000,1,3,2,29,0,86,2023,0,56,1861,0,120,1872,0,200,1917,0,0,1979,0,0,0,1
2800,2,4,2,19,7,765,1808,-1,294,614,12,49,531,12,242,591,10,272,351,1,45,663,1
3900,1,2,1,46,0,81,2432,0,60,404,-1,100,60,-1,0,88,-1,0,0,-2,0,0,0
3300,2,2,1,35,-1,153,59,-1,36,153,-1,17,36,-1,0,17,-1,112,0,-1,0,112,0
24100,1,2,1,50,0,351,9011,0,422,9217,0,345,9485,0,357,9641,0,359,9843,0,372,10039,1
12400,2,2,1,36,0,42,573,0,460,330,-1,291,460,0,200,691,0,129,437,-1,622,127,0
1500,2,2,1,27,1,80,1110,2,0,928,2,80,882,2,0,936,2,40,817,0,40,831,1
20100,1,1,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1100,1,3,1,38,-1,74,60,-1,16,62,-1,31,16,-1,0,31,0,16,16,-1,0,16,0
11900,1,2,1,34,0,320,5695,0,432,5865,0,240,6129,2,240,6195,0,240,6268,0,240,6196,1
14500,2,2,1,42,-2,382,727,-2,465,318,-2,403,464,-2,203,403,-2,163,203,-2,48,163,0
4100,2,3,1,44,0,80,2342,0,79,2196,0,75,2184,0,76,2121,0,78,2164,0,80,2156,0
8000,2,2,1,43,1,0,107,2,160,99,2,1,256,2,80,249,0,80,210,0,80,280,1
2100,2,2,1,24,0,44,209,0,45,249,0,48,290,0,40,333,0,40,367,0,40,401,1
1900,2,2,2,31,2,0,1229,2,132,1197,2,0,1308,2,89,1151,2,0,1186,2,80,1145,1
11200,2,1,1,39,-1,143,356,-1,563,127,-2,310,558,-1,247,307,-1,148,246,-1,242,148,0
6700,2,2,1,28,0,296,6613,0,253,6625,0,211,6635,0,172,6584,0,180,4862,0,172,4845,0
900,2,1,2,23,1,36,0,-1,19,36,-1,20,19,-1,0,20,-1,26,0,-1,0,26,0
1100,2,2,2,28,3,0,48,2,0,48,2,0,48,5,0,48,5,0,48,4,0,24,1
8700,2,2,2,27,-1,0,148,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
10000,2,1,2,26,2,1148,856,2,0,1951,2,160,1148,0,120,1281,0,60,762,0,40,394,1
300,1,3,2,43,0,45,382,0,45,418,0,86,293,0,12,334,0,13,340,0,14,347,0
2100,1,1,1,52,1,61,1970,2,54,1773,0,83,1588,0,10,1177,0,0,514,0,0,0,1
2000,2,2,2,23,3,83,1963,2,0,2003,2,32,1944,0,32,714,0,40,735,0,40,760,1
900,2,2,1,32,3,0,96,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,1
17100,2,2,1,42,-2,857,113,-2,0,857,-2,268,622,-2,0,268,-2,227,268,-2,312,227,0
2100,1,2,2,43,0,71,1864,0,83,1903,0,51,1955,0,25,1964,0,25,688,0,26,702,1
14500,2,1,2,55,-1,131,179,-1,0,131,-1,0,0,-2,25,0,-1,0,25,-1,0,0,0
1200,1,2,1,36,0,72,738,0,60,797,2,60,832,0,60,866,0,60,906,0,60,951,1
6900,1,3,2,28,2,201,2978,0,120,2643,0,120,2426,0,81,2456,0,122,2376,0,120,2281,1
3200,2,2,1,38,-1,346,68,-1,229,346,-1,119,228,-1,50,119,-1,315,50,-1,88,315,0
700,2,2,1,42,8,0,678,7,0,669,6,31,648,5,0,658,4,0,625,3,0,604,1
3300,2,2,1,40,0,0,1236,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
3900,2,2,2,23,2,176,3733,2,152,3811,2,152,3867,2,292,3919,2,0,4112,3,27,4038,1
6000,1,1,2,30,-2,64,33,-2,372,64,-2,1330,370,-2,93,1322,-2,166,93,-2,434,165,0
4300,1,2,2,24,2,120,1132,0,400,1221,0,200,1583,0,240,1743,0,0,1938,2,80,685,0
1200,1,2,2,27,1,47,0,-1,0,47,2,0,16,2,380,0,-1,120,380,0,15,459,1
7100,1,4,2,82,1,100,2165,6,174,277,5,322,784,5,3038,6906,6,2003,2503,6,581,6503,1
10300,2,2,1,35,0,104,2804,0,313,2839,0,255,3104,0,0,3307,2,152,3250,0,160,3331,0
6100,1,1,1,50,0,54,824,0,131,865,0,0,981,2,40,951,0,30,970,0,27,985,0
400,1,3,2,49,1,400,95,-1,200,366,0,201,291,0,40,363,0,40,177,0,360,69,0
1100,1,3,1,29,2,16,16,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,0
2700,1,2,1,38,0,74,1115,0,0,1154,0,0,0,-2,0,0,-2,0,0,-2,0,0,1
800,1,1,2,20,0,120,942,0,56,911,0,100,945,0,20,784,0,0,804,0,0,0,0
2000,2,3,2,43,0,54,1026,0,46,895,0,12,667,0,12,337,0,13,344,0,13,351,0
16700,2,3,1,41,-2,145,99,-2,454,143,-2,210,454,-2,920,209,-2,98,920,-2,0,98,0
2000,2,2,1,35,0,200,1582,0,202,1544,0,120,948,0,805,347,-1,40,784,0,40,803,0
1900,1,2,1,42,0,40,54,0,0,62,0,748,-12,-1,27,736,0,28,750,0,33,767,0
3300,2,2,1,41,0,124,3139,0,252,3083,0,0,3069,2,70,2986,0,64,2284,0,65,1868,1
4300,2,3,1,38,0,40,92,0,18,130,-1,124,10,-1,0,124,-1,0,0,-2,0,0,0
7900,1,3,1,42,0,280,6056,0,593,5939,0,0,6136,2,183,5819,0,167,4761,0,185,4610,0
900,1,1,2,27,3,0,653,2,120,631,2,0,728,2,48,705,0,72,735,0,0,795,1
700,1,3,2,22,0,60,539,0,51,590,0,80,630,0,0,700,2,120,683,2,0,791,1
9300,2,2,2,38,-2,35,34,-1,27,35,-1,26,27,-1,33,26,-1,95,33,-1,38,94,0
1700,1,2,1,33,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1200,2,3,1,46,2,0,1011,2,80,984,0,168,1046,0,0,1197,2,44,1173,0,44,1193,1
700,2,3,1,57,1,0,362,3,48,351,2,0,387,2,20,375,0,56,389,0,0,438,1
6300,2,2,2,25,1,17,0,-1,0,17,-1,0,0,-2,0,0,-2,0,0,-2,0,0,1
15600,1,1,1,36,-2,145,157,-2,64,145,-2,133,64,-2,466,153,-1,191,333,-1,87,191,1
1200,2,2,2,23,0,92,1134,0,96,1132,0,69,1033,0,44,1056,0,40,1056,0,80,1058,0
2500,2,2,2,20,0,100,2413,0,100,2415,0,60,2411,0,40,1846,0,60,1160,0,80,1203,1
900,1,3,2,31,3,0,454,2,109,435,2,0,524,2,28,504,0,28,524,0,20,537,1
300,1,3,2,32,8,15,45,6,17,19,7,163,277,3,41,75,12,67,138,8,1,42,1
6500,2,3,1,35,-2,24,29,-2,49,24,-2,28,49,-2,26,28,-2,28,26,-2,1,28,0
3900,1,2,2,28,-2,0,0,-2,0,0,-2,0,0,-2,2,0,-1,12,2,-1,148,8,0
8300,1,2,1,32,-1,13,13,-1,13,13,-1,13,13,-1,26,13,-1,0,26,0,13,13,1
14000,1,1,2,35,-2,67,96,-2,23,67,-2,303,23,-2,0,301,-2,61,0,-2,28,61,1
2300,1,1,1,54,1,0,2420,2,100,2357,0,100,2345,0,120,2353,0,180,2266,0,120,1628,0
1100,1,3,1,42,2,180,746,2,0,902,2,60,876,0,48,909,0,80,936,0,120,1000,1
700,1,2,2,27,0,59,791,0,160,779,0,0,840,0,15,779,0,0,1468,0,0,0,1
6900,2,2,2,22,0,120,764,0,6302,577,0,321,6406,0,210,6433,0,200,5146,0,240,4982,0
6300,1,3,1,56,-1,8,30,-1,0,-26,-2,0,-26,-2,40,-26,-1,24,14,-1,57,24,1
4100,2,2,2,31,0,132,3654,0,177,3692,0,219,3777,0,136,3899,0,142,3904,0,156,3890,1
5900,1,2,1,34,0,240,5748,0,200,5605,0,201,5541,0,404,5573,0,200,5686,0,161,4457,1
1700,2,1,2,33,0,400,1072,0,200,1448,0,200,1015,0,200,1122,0,300,1246,0,184,1521,0
2000,1,3,1,47,-1,0,539,2,0,512,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
7200,1,2,1,37,0,200,4117,0,164,4184,0,160,3432,0,160,3498,0,160,3566,0,160,3664,0
3500,2,3,1,52,0,128,3535,0,160,3489,0,104,3534,0,80,3160,0,120,2004,0,80,1959,1
18500,2,2,2,34,0,640,17692,0,704,17992,0,700,18002,0,552,18151,0,564,15864,0,581,15715,1
300,1,2,2,36,1,0,330,6,0,320,5,0,310,4,0,299,3,0,283,2,28,273,1
